cost_id,company_id,construction_costs,construction_costs_currency,aisc_last_quarter,aisc_last_quarter_currency,aisc_last_year,aisc_last_year_currency,aisc_future,aisc_future_currency,aic_last_quarter,aic_last_quarter_currency,aic_last_year,aic_last_year_currency,tco_current,tco_current_currency,tco_future,tco_future_currency,last_updated
249,247,,,,,,,,,,,,,,,,,2025-03-25T05:07:00.000Z
250,248,,,,,,,,,,,,,,,,,2025-03-25T00:00:00.000Z
251,249,,,,,10.0,USD,,,,,,,,,,,2025-03-25T05:48:00.000Z
252,250,,,,,,,928.0,USD,,,,,928.0,USD,,,2025-03-25T00:00:00.000Z
253,251,,,,,,,,,,,,,,,,,2025-03-25T00:00:00.000Z
254,252,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
255,253,,,,,,,998.0,USD,,,,,775.0,USD,,,2025-03-25T00:00:00.000Z
256,254,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
257,255,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
258,256,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
259,257,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
260,258,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
261,259,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
262,260,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
263,261,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
264,262,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
265,263,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
266,264,,,,,,,,,,,,,,,,,2025-03-25T05:44:00.000Z
267,265,,,,,,,928.0,USD,,,,,786.0,USD,,,2025-03-25T00:00:00.000Z
268,266,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
269,267,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
270,268,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
271,269,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
272,270,,,,,,,1200.0,USD,,,,,,,,,2025-03-20T00:00:00.000Z
273,271,,,,,,,1200.0,USD,,,,,,,900.0,USD,2025-03-25T21:47:00.000Z
274,272,,,1250.0,USD,1200.0,USD,1300.0,USD,1150.0,USD,1100.0,USD,1400.0,USD,1450.0,USD,2025-03-25T00:00:00.000Z
275,273,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
276,274,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
277,275,,,,,,,,,,,,,,,,,2025-03-26T01:33:00.000Z
278,276,,,,,,,1200.0,USD,,,,,,,1000.0,USD,2025-03-26T01:33:00.000Z
279,277,,,,,1417.0,USD,1500.0,USD,,,,,1000.0,USD,1100.0,USD,2025-03-25T21:47:00.000Z
280,278,,,,,,,,,,,,,,,,,2025-03-25T18:55:00.000Z
281,279,,,,,,,,,,,,,,,,,2025-03-25T00:00:00.000Z
282,280,,,,,,,1062.0,CAD,,,,,,,966.0,CAD,2025-03-25T00:00:00.000Z
283,281,,,,,,,,,,,,,,,,,2025-03-25T00:00:00.000Z
284,282,,,,,,,585.0,USD,,,,,,,585.0,USD,2025-03-25T00:00:00.000Z
285,283,,,1195.0,USD,1200.0,USD,1225.0,USD,1100.0,USD,1125.0,USD,1021.0,USD,1050.0,USD,2025-03-26T02:43:00.000Z
286,284,,,,,,,,,,,,,,,,,2025-03-25T19:50:00.000Z
287,285,,,,,,,1500.0,USD,,,,,,,1200.0,USD,2025-03-25T19:50:00.000Z
288,286,,,,,,,1000.0,USD,,,,,,,800.0,USD,2025-03-25T20:02:00.000Z
289,287,,,,,,,1800.0,USD,,,,,,,1200.0,USD,2025-03-25T20:30:00.000Z
290,288,,,,,,,,,,,,,,,,,2025-03-25T20:11:00.000Z
291,289,,,,,,,,,,,,,,,,,2025-03-25T20:11:00.000Z
292,290,,,,,,,,,,,,,,,,,2025-03-25T20:11:00.000Z
293,291,,,,,,,1400.0,USD,,,,,,,1200.0,USD,2025-03-26T05:44:00.000Z
294,292,,,,,,,,,,,,,10.0,USD,8.0,USD,2025-03-26T05:44:00.000Z
295,293,,,,,,,,,,,,,5.0,USD,3.0,USD,2025-03-26T05:55:00.000Z
296,294,,,,,,,,,,,,,,,,,2025-03-26T06:03:00.000Z
297,295,,,,,,,937.0,USD,,,,,,,,,2025-03-26T06:30:00.000Z
298,296,,,3198.0,CAD,2930.0,CAD,3038.0,CAD,3500.0,CAD,3200.0,CAD,2598.0,CAD,2468.0,CAD,2025-03-26T06:11:00.000Z
299,297,,,,,,,1200.0,USD,,,,,,,,,2025-03-26T07:17:00.000Z
300,298,,,,,,,1200.0,USD,,,,,,,,,2025-03-26T07:20:00.000Z
301,299,,,,,,,,,,,,,,,,,2025-03-26T07:25:00.000Z
302,300,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
303,301,,,,,,,1200.0,USD,,,,,,,900.0,USD,2025-03-25T21:47:00.000Z
304,302,,,,,,,,,,,,,,,,,2025-03-26T00:00:00.000Z
305,303,,,,,,,,,,,,,,,,,2025-03-25T18:52:00.000Z
306,304,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
307,305,,,1563.0,USD,1777.0,USD,1650.0,USD,,,,,1108.0,USD,1150.0,USD,2025-03-26T00:00:00.000Z
308,306,,,,,,,,,,,,,,,,,2025-03-26T00:00:00.000Z
309,307,,,,,,,882.0,USD,,,,,,,,,2025-03-26T00:00:00.000Z
310,308,,,,,,,1400.0,USD,,,,,,,950.0,USD,2025-03-26T00:00:00.000Z
311,309,,,,,,,1400.0,USD,,,,,,,950.0,USD,2025-03-26T00:00:00.000Z
312,310,,,,,,,1500.0,USD,,,,,,,1000.0,USD,2025-03-26T00:00:00.000Z
313,311,,,,,,,,,,,,,,,,,2024-05-22T00:00:00.000Z
314,312,,,,,,,,,,,,,150.0,USD,160.0,USD,2025-03-26T00:00:00.000Z
315,313,,,1481.0,USD,1458.0,USD,1495.0,USD,,,,,1090.0,USD,1073.0,USD,2024-07-27T19:00:00.000Z
316,314,,,1252.0,USD,1183.0,USD,1375.0,USD,,,,,1072.0,USD,1175.0,USD,2024-07-27T19:05:00.000Z
317,315,,,1885.0,USD,1748.0,USD,1813.0,USD,,,,,1521.0,USD,1475.0,USD,2024-07-27T19:10:00.000Z
318,316,,,,,,,,,,,,,,,,,2024-07-27T19:15:00.000Z
319,317,,,,,,,,,,,,,,,,,2024-07-27T18:45:00.000Z
320,318,,,1422.0,USD,1350.0,USD,1500.0,USD,,,,,1041.0,USD,1075.0,USD,2024-05-27T13:30:00.000Z
321,319,,,,,,,,,,,,,,,,,2024-05-27T13:35:00.000Z
322,320,,,,,,,,,,,,,,,,,2024-05-27T13:15:00.000Z
323,321,,,,,,,1009.0,USD,,,,,,,,,2025-03-26T00:00:00.000Z
324,322,,,,,,,,,,,,,,,,,2024-05-27T13:00:00.000Z
325,323,,,1600.0,USD,1550.0,USD,1500.0,USD,,,,,1300.0,USD,1250.0,USD,2024-05-27T13:05:00.000Z
326,324,,,826.0,USD,805.0,USD,850.0,USD,,,,,,,,,2025-03-26T00:00:00.000Z
327,325,,,,,,,,,,,,,,,,,2024-05-27T12:40:00.000Z
328,326,,,,,,,,,,,,,,,,,2024-05-27T12:45:00.000Z
329,327,,,,,,,,,,,,,,,,,2024-05-27T12:50:00.000Z
330,328,,,,,,,,,,,,,,,,,2024-05-27T13:10:00.000Z
331,329,,,,,,,,,,,,,,,,,2024-05-27T12:25:00.000Z
332,330,,,,,,,691.0,USD,,,,,,,594.0,USD,2024-05-27T12:30:00.000Z
333,331,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
334,332,,,,,,,,,,,,,,,,,2024-05-27T12:20:00.000Z
335,333,,,,,,,,,,,,,,,,,2024-05-27T13:20:00.000Z
336,334,,,,,1050.0,USD,1050.0,USD,,,,,950.0,USD,950.0,USD,2025-03-20T00:00:00.000Z
337,335,,,,,,,1050.0,USD,,,,,,,750.0,USD,2025-03-26T00:00:00.000Z
338,336,,,,,,,,,,,,,,,,,2024-05-27T12:05:00.000Z
339,337,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
340,338,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
341,339,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
342,340,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
343,341,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
344,342,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
345,343,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
346,344,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
347,345,,,,,,,,,,,,,,,,,2024-05-27T12:10:00.000Z
348,346,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
349,347,,,,,,,,,,,,,,,,,2024-06-11T00:00:00.000Z
350,348,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
351,349,,,,,,,,,,,,,,,,,2024-06-11T00:00:00.000Z
352,350,,,,,,,994.0,USD,,,,,,,879.0,USD,2024-06-11T00:00:00.000Z
353,351,,,,,,,675.0,USD,,,,,,,577.0,USD,2024-06-11T00:00:00.000Z
354,352,,,,,,,635.0,USD,,,,,,,509.0,USD,2024-06-11T00:00:00.000Z
355,353,,,,,,,,,,,,,,,,,2024-06-11T00:00:00.000Z
356,354,,,,,,,919.0,USD,,,,,,,785.0,USD,2024-06-11T00:00:00.000Z
357,355,,,,,,,,,,,,,,,,,2024-06-11T00:00:00.000Z
358,356,,,,,,,1350.0,USD,,,,,,,900.0,USD,2025-03-26T00:00:00.000Z
359,357,,,,,,,,,,,,,,,,,2024-06-11T00:00:00.000Z
360,358,,,,,,,,,,,,,,,,,2025-03-26T00:00:00.000Z
361,359,,,,,,,,,,,,,,,,,2024-06-11T00:00:00.000Z
362,360,,,,,,,,,,,,,,,,,2024-06-11T00:00:00.000Z
363,361,,,,,,,,,,,,,,,,,2024-06-11T00:00:00.000Z
364,362,,,,,,,,,,,,,,,,,2024-06-11T00:00:00.000Z
365,363,,,,,,,,,,,,,,,,,2024-06-11T00:00:00.000Z
366,364,,,,,,,,,,,,,,,,,2024-06-11T00:00:00.000Z
367,365,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
368,366,,,,,,,,,,,,,,,,,2024-06-11T00:00:00.000Z
369,367,,,,,,,,,,,,,,,,,2024-06-11T00:00:00.000Z
370,368,,,,,,,,,,,,,,,,,2024-05-16T00:00:00.000Z
371,369,,,,,,,,,,,,,,,,,2024-05-16T00:00:00.000Z
372,370,,,,,,,,,,,,,,,,,2024-05-16T00:00:00.000Z
373,371,,,,,,,,,,,,,,,,,2024-05-16T00:00:00.000Z
374,372,,,,,,,,,,,,,,,,,2024-05-16T00:00:00.000Z
375,373,,,1800.0,USD,1700.0,USD,,,,,,,1200.0,USD,,,2024-05-16T00:00:00.000Z
376,374,,,,,,,,,,,,,,,,,2024-05-16T00:00:00.000Z
377,375,,,18.0,USD,20.0,USD,,,,,,,15.0,USD,,,2024-05-16T00:00:00.000Z
378,376,,,,,,,,,,,,,,,,,2024-05-16T00:00:00.000Z
379,377,,,21.0,USD,24.0,USD,,,,,,,18.0,USD,,,2024-05-16T00:00:00.000Z
380,378,,,,,,,,,,,,,,,,,2024-05-16T00:00:00.000Z
381,379,,,,,,,,,,,,,,,,,2024-05-16T00:00:00.000Z
382,380,,,,,,,,,,,,,,,,,2024-05-22T00:00:00.000Z
383,381,,,,,,,,,,,,,1150000.0,CAD,,,2025-03-26T00:00:00.000Z
384,382,,,,,,,,,,,,,20025000.0,CAD,,,2025-03-26T00:00:00.000Z
385,383,,,,,,,1450.0,USD,,,,,,,1200.0,USD,2024-05-22T00:00:00.000Z
386,384,,,,,,,,,,,,,,,,,2024-05-16T00:00:00.000Z
387,385,,,,,,,,,,,,,3500000.0,CAD,,,2025-03-26T00:00:00.000Z
388,386,,,,,,,,,,,,,,,,,2025-03-26T00:00:00.000Z
389,387,,,,,,,,,,,,,,,,,2024-05-16T00:00:00.000Z
390,388,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
391,389,,,,,,,,,,,,,,,,,2024-05-16T00:00:00.000Z
392,390,,,,,,,,,,,,,,,,,2025-03-25T23:24:00.000Z
393,391,,,,,,,15.0,USD,,,,,,,,,2025-03-25T23:24:00.000Z
394,392,,,,,,,15.0,USD,,,,,,,12.0,USD,2025-03-26T00:00:00.000Z
395,393,,,,,,,538.0,USD,,,,,,,400.0,USD,2025-03-26T00:00:00.000Z
396,394,,,,,,,1200.0,USD,,,,,,,900.0,USD,2025-03-26T00:00:00.000Z
397,395,,,,,,,6000.0,USD,,,,,,,5000.0,USD,2025-03-26T00:00:00.000Z
398,396,,,,,,,1662.0,USD,,,,,,,1385.0,USD,2025-03-25T22:56:00.000Z
399,397,,,,,,,,,,,,,,,,,2025-03-25T22:56:00.000Z
400,398,,,,,,,1214.0,USD,,,,,,,973.0,USD,2025-03-25T22:49:00.000Z
401,399,,,1500.0,USD,1500.0,USD,1600.0,USD,1600.0,USD,1600.0,USD,1200.0,USD,1200.0,USD,2025-03-26T05:30:00.000Z
402,400,,,,,,,1200.0,USD,,,,,,,1000.0,USD,2025-03-26T05:25:00.000Z
403,401,,,1458.0,USD,1458.0,USD,1350.0,USD,1600.0,USD,1600.0,USD,1000.0,USD,1000.0,USD,2025-03-26T05:20:00.000Z
404,402,,,,,,,1200.0,USD,,,,,,,1000.0,USD,2025-03-26T05:15:00.000Z
405,403,,,,,,,1300.0,USD,,,,,,,1000.0,USD,2025-03-26T05:12:00.000Z
406,404,,,,,,,1200.0,USD,,,,,,,1500.0,USD,2025-03-26T05:07:00.000Z
407,405,,,1510.0,USD,1510.0,USD,1450.0,USD,,,,,1340.0,USD,1300.0,USD,2025-03-25T00:00:00.000Z
408,406,,,,,,,,,,,,,,,,,2025-03-25T00:00:00.000Z
409,407,,,,,,,,,,,,,,,,,2025-03-25T00:00:00.000Z
410,408,,,,,,,1250.0,USD,,,,,,,1140.0,USD,2024-05-22T00:00:00.000Z
411,409,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
412,410,,,,,,,,,,,,,,,,,2025-03-25T21:30:00.000Z
413,411,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
414,412,,,1439.0,USD,1365.0,USD,1365.0,USD,,,,,995.0,USD,995.0,USD,2025-03-25T20:59:00.000Z
415,413,,,,,,,,,,,,,,,,,2025-03-25T20:55:00.000Z
416,414,,,,,,,,,,,,,,,,,2025-03-25T20:54:00.000Z
417,415,,,,,1100.0,USD,,,,,,,,,,,2025-03-25T20:53:00.000Z
418,416,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
419,417,,,,,,,,,,,,,,,,,2025-03-25T20:47:00.000Z
420,418,,,,,,,,,,,,,,,,,2025-03-25T20:47:00.000Z
421,419,,,,,,,1900.0,USD,,,,,,,1600.0,USD,2025-03-26T03:45:00.000Z
422,420,,,,,,,,,,,,,,,,,2025-03-25T20:49:00.000Z
423,421,,,,,,,,,,,,,,,,,2025-03-25T21:00:00.000Z
424,422,,,,,,,1600.0,USD,,,,,,,1300.0,USD,2025-03-26T03:43:00.000Z
425,423,,,,,,,1700.0,USD,,,,,,,1400.0,USD,2025-03-26T03:44:00.000Z
426,424,,,,,,,1500.0,USD,,,,,,,1200.0,USD,2025-03-26T03:40:00.000Z
427,425,,,,,,,1700.0,USD,,,,,,,1400.0,USD,2025-03-26T03:39:00.000Z
428,426,,,,,,,1600.0,USD,,,,,,,1300.0,USD,2025-03-26T03:38:00.000Z
429,427,,,,,,,1800.0,USD,,,,,,,1500.0,USD,2025-03-25T20:16:00.000Z
430,428,,,,,,,,,,,,,,,,,2025-03-25T19:53:00.000Z
431,429,,,,,,,,,,,,,,,,,2025-03-25T00:00:00.000Z
432,430,,,,,,,,,,,,,,,,,2025-03-26T01:01:00.000Z
433,431,,,1450.0,USD,1400.0,USD,1500.0,USD,1600.0,USD,1550.0,USD,1100.0,USD,1200.0,USD,2025-03-26T03:41:00.000Z
434,432,,,,,,,1800.0,USD,,,,,,,1500.0,USD,2025-03-26T03:44:00.000Z
435,433,,,,,,,,,,,,,,,,,2025-03-26T02:55:00.000Z
436,434,,,,,,,,,,,,,,,,,2025-03-26T02:49:00.000Z
437,435,,,,,,,,,,,,,,,,,2025-03-25T20:00:00.000Z
438,436,,,,,,,,,,,,,,,,,2025-03-25T19:53:00.000Z
439,437,,,,,,,,,,,,,,,,,2025-03-25T19:53:00.000Z
440,438,,,,,,,,,,,,,,,,,2025-03-25T18:58:00.000Z
441,439,,,802.0,USD,1313.0,USD,950.0,USD,,,,,585.0,USD,,,2025-03-25T18:58:00.000Z
442,440,,,,,,,1200.0,USD,,,,,,,900.0,USD,2025-03-25T00:00:00.000Z
443,441,,,,,,,900.0,USD,,,,,,,1200.0,USD,2025-03-25T00:00:00.000Z
444,442,,,,,,,1000.0,USD,,,,,,,1200.0,USD,2025-03-25T00:00:00.000Z
445,443,,,,,,,900.0,USD,,,,,,,,,2025-03-25T00:00:00.000Z
446,444,,,500.0,USD,520.0,USD,540.0,USD,,,,,500.0,USD,540.0,USD,2025-03-26T02:40:00.000Z
447,445,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
448,446,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
449,447,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
450,448,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
451,449,,,,,,,,,,,,,,,,,2025-03-26T02:45:00.000Z
452,450,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
453,451,,,,,,,,,,,,,,,,,2025-03-26T02:28:00.000Z
454,452,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
455,453,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
456,454,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
457,456,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
458,457,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
459,458,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
460,459,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
461,460,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
462,461,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
463,462,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
464,463,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
465,464,,,,,,,,,,,,,,,,,2025-03-24T00:00:00.000Z
466,465,,,1350.0,USD,1300.0,USD,1400.0,USD,1450.0,USD,1400.0,USD,1100.0,USD,1150.0,USD,2025-03-24T00:00:00.000Z
467,466,,,,,,,,,,,,,,,,,2025-03-24T00:00:00.000Z
468,467,,,,,,,,,,,,,,,,,2025-03-24T00:00:00.000Z
469,468,,,,,,,,,,,,,,,,,2025-03-24T00:00:00.000Z
470,469,,,,,,,,,,,,,,,,,2025-03-24T00:00:00.000Z
471,470,,,,,,,,,,,,,,,,,2025-03-24T00:00:00.000Z
472,471,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
473,472,,,,,,,,,,,,,,,,,2025-03-24T21:46:00.000Z
474,473,,,,,,,750.0,USD,,,,,,,600.0,USD,2025-03-24T21:44:00.000Z
475,474,,,,,,,,,,,,,,,,,2025-03-24T21:44:00.000Z
476,475,,,,,,,,,,,,,,,,,2025-03-24T00:00:00.000Z
477,476,,,,,,,,,,,,,,,,,2025-03-24T21:41:00.000Z
478,477,,,,,,,1200.0,USD,,,,,,,1000.0,USD,2025-03-24T00:00:00.000Z
479,478,,,,,,,,,,,,,,,,,2025-03-24T21:35:00.000Z
480,479,,,,,,,,,,,,,,,,,2025-03-24T21:34:00.000Z
481,480,,,0.0,CAD,0.0,CAD,0.0,CAD,0.0,CAD,0.0,CAD,0.0,CAD,0.0,CAD,2025-03-24T00:00:00.000Z
482,481,,,,,,,1400.0,USD,,,,,,,1050.0,USD,2025-03-24T00:00:00.000Z
483,482,,,,,,,,,,,,,,,,,2025-03-24T21:22:00.000Z
484,483,,,,,,,1500.0,USD,,,,,,,1000.0,USD,2025-03-24T21:20:00.000Z
485,484,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
486,485,,,1250.0,AUD,1200.0,AUD,1100.0,AUD,,,,,,,,,2025-03-24T00:00:00.000Z
487,486,,,,,,,,,,,,,,,,,2025-03-24T00:00:00.000Z
488,487,,,437.0,USD,368.0,USD,368.0,USD,879.0,USD,714.0,USD,437.0,USD,437.0,USD,2025-03-24T00:00:00.000Z
489,488,,,,,,,1200.0,USD,,,,,,,900.0,USD,2025-03-24T20:59:00.000Z
490,489,,,,,,,1.38,USD/lb Cu,,,,,,,0.95,USD/lb Cu,2025-03-24T20:56:00.000Z
491,490,,,,,,,1100.0,USD,,,,,,,800.0,USD,2025-03-24T20:50:00.000Z
492,491,,,,,,,877.0,USD,,,,,,,650.0,USD,2025-03-24T20:47:00.000Z
493,492,,,,,,,1200.0,USD,,,,,,,900.0,USD,2025-03-24T20:41:00.000Z
494,493,,,,,,,,,,,,,,,,,2025-03-25T03:36:00.000Z
495,494,,,,,,,,,,,,,,,,,2025-03-25T03:34:00.000Z
496,495,,,,,,,,,,,,,,,,,2025-03-25T03:32:00.000Z
497,496,,,,,,,,,,,,,,,,,2025-03-25T03:29:00.000Z
498,497,,,,,,,,,,,,,,,,,2025-03-25T03:25:00.000Z
499,498,,,,,,,1200.0,USD,,,,,,,,,2025-03-24T21:18:00.000Z
500,499,,,,,,,924.0,USD,,,,,,,,,2025-03-24T21:16:00.000Z
501,500,,,,,,,,,,,,,,,,,2025-03-20T00:00:00.000Z
503,5,,,,,,,,,,,,,,,,,2024-07-27T20:24:00.000Z
504,6,,,,,,,,,,,,,,,,,2023-11-22T00:00:00.000Z
505,45,,,,,,,,,,,,,,,,,2025-03-21T00:00:00.000Z
